f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,label
100.15,101.9,104.12,100.93,101.43,99.895,98.927,97.342,99.992,106.13,103.04,103.54,103.9,103.94,102.59,105.19,102.05,103.46,100.36,99.682,102.72,103,101.29,101.51,103.42,101.38,98.652,102.31,101.21,103.48,100.19,100.78,101.98,105.37,98.205,100.36,100.37,102.17,99.792,102.99,101.46,100.92,97.591,95.584,102.63,96.41,96.662,97.024,98.984,99.157,100,99.541,98.188,99.527,98.057,99.166,98.984,98.795,103.86,102.63,103.46,106.4,105.69,102.31,101.53,101.34,100.56,1
106.42,105.28,105.42,105.85,102.79,97.536,98.104,100.4,106.69,106.26,104.87,101.02,100.06,99.9,102.1,101.13,104.09,85.943,104.15,101.22,98.993,94.645,95.847,98.335,94.138,105.27,105.27,102.38,102.69,100.81,99.722,100.95,100.02,106.87,103.6,102.07,102.02,98.134,93.139,92.005,91.633,104.25,99.986,96.55,91.493,96.624,90.507,83.39,85.945,85.512,90.779,100.02,99.59,96.025,94.737,90.929,85.945,86.548,88.045,91.493,85.943,91.398,93.85,95.83,88.851,85.242,87.31,1
88.875,86.854,89.667,90.241,92.279,92.435,89.015,92.846,86.023,81.663,82.942,86.866,95.096,101.28,108.1,111.5,96.028,115.68,98.087,100.63,107.08,112.57,111.54,110.35,112.31,111.71,111.5,111.73,115.88,116.96,118.36,115.8,114.14,112.49,113.3,113.87,115.84,115.21,113.78,115.8,115.63,116.78,117.24,114.98,117.19,113.81,114.3,114.67,115.08,115.28,113.14,113.12,113.1,111.74,113,114.97,115.08,115.62,113.45,117.19,115.68,112.68,115.23,117,114.64,114.79,118.12,1
112.54,112.63,116.3,119.14,119.42,118.02,116.93,116.08,112.25,114.04,114.01,116.15,117.58,114.92,116.4,117.12,110.65,92.792,110.78,109.05,112.71,115.7,113.17,112.22,111.96,103.63,102.36,101.97,101.88,106.57,109.96,108.09,108.06,91.756,91.185,91.815,89.146,91.201,95.284,92.4,91.225,106.46,105.84,105.75,92.502,102.74,106.18,105.1,99.857,101.94,102.83,102.29,103.74,106.24,102.21,100.44,99.857,99.784,100.44,92.502,92.792,95.089,96.216,97.076,98.904,97.929,98.883,1
94.6,96.26,97.848,95.62,95.325,97.422,96.267,96.165,89.731,88.971,91.153,89.388,87.09,85.157,87.125,92.871,92.13,103.8,95.165,95.996,93.216,90.187,89.576,89.225,95.424,102.68,104.67,104.7,102.23,100.74,99.152,103.56,105.86,102.41,104.72,103.17,102.81,103.02,99.494,102.36,105.5,96.827,96.095,97.494,102.12,98.313,101.14,100.83,98.563,101.3,104.11,102.42,99.194,100.6,101.15,101.19,98.563,100.74,101.2,102.12,103.8,102.44,102.02,104.19,104.95,105.62,106.12,1
101.38,102.64,103.14,102.26,104.45,102.81,103.98,106.29,98.031,96.793,95.339,97.816,97.894,97.759,100.54,100.97,85.419,95.3,84.522,87.59,88.293,91.413,93.595,95.806,100.11,102.52,101.51,102.82,100.93,99.429,101.35,102.56,101.74,106.21,105.77,104.79,106.19,104.35,108.15,107.81,106.35,107.05,105.09,102.52,96.696,101.18,100.67,105.72,100.01,102.46,102.81,99.166,97.369,98.689,97.906,96.557,100.01,98.894,101.74,96.696,95.3,95.895,96.842,98.657,99.025,100.45,99.71,1
100.91,98.797,100.33,98.318,96.638,98.934,99.734,98.084,95.385,94.036,94.853,91.914,93.855,95.849,94.432,93.409,85.214,90.438,81.574,81.769,80.607,83.751,86.374,81.442,82.011,82.971,82.653,84.371,83.703,88.167,90.806,89.817,91.63,96.824,96.535,96.703,98.12,97.616,98.899,98.528,100.83,93.711,96.29,100.75,93.172,98.449,97.324,96.143,91.5,92.752,95.781,97.017,99.042,96.966,94.421,92.258,91.5,90.185,92.581,93.172,90.438,92.36,93.996,89.062,88.772,88.845,90.324,1
88.696,88.287,86.906,83.326,81.646,83.633,85.809,86.556,87.88,88.299,86.735,85.451,87.763,89.138,89.312,88.635,86.203,75.909,85.741,79.869,78.805,82.107,85.521,87.153,85.061,75.971,72.284,75.191,73.119,74.476,81.875,84.203,83.704,80.15,78.284,78.306,78.929,80.175,87.061,88.144,85.113,83.889,84.18,82.937,77.696,82.339,82.185,85.375,76.757,84.503,81.972,82.022,78.743,76.862,76.031,77.729,76.757,77.722,77.425,77.696,75.909,76.582,77.274,80.224,80.249,78.462,80.457,1
80.05,83.08,85.183,86.928,90.214,92.097,91.664,96.955,85.89,86.713,86.756,87.29,90.517,92.395,92.633,96.167,84.587,59.365,83.683,83.989,83.16,87.171,86.634,87.555,92.284,79.272,79.462,80.919,80.623,83.886,84.588,85.572,87.342,77.118,76.899,77.342,80.079,82.571,85.176,85.466,88.116,77.347,77.816,77.289,59.427,78.926,79.788,82.498,72.187,86.069,85.817,71.004,71.8,70.134,70.57,70.914,72.187,71.4,72.191,59.427,59.365,63.674,61.318,64.422,66.278,66.554,67.006,1
55.662,55.748,59.649,57.632,62.191,63.659,64.781,66.804,58.161,58.415,57.944,59.165,57.503,56.567,58.475,61.384,55.997,73.513,58.067,61.252,58.802,56.601,53.879,53.389,59.164,54.803,55.047,54.546,53.686,52.381,50.808,50.883,53.855,58.437,57.675,56.636,55.639,54.894,54.765,56.132,60.39,70.006,67.962,69.123,75.117,68.692,67.512,66.561,66.957,68.737,71.076,69.56,67.299,66.663,66.203,65.88,66.957,66.127,63.87,75.117,73.513,75.387,75.316,75.203,76.302,73.891,70.217,1
63.631,65.403,67.657,69.173,69.811,70.987,67.302,67.446,56.671,58.096,59.23,61.101,64.021,62.691,64.242,66.175,56.331,67.966,56.096,59.59,64.082,66.871,61.529,61.811,61.711,58.616,61.055,62.449,66.84,67.445,67.796,64.785,66.012,64.782,64.693,66.628,66.612,66.05,68.258,69.023,67.173,69.186,69.894,70.311,63.77,67.102,65.911,63.435,60.472,67.136,67.831,66.401,68.891,70.145,67.568,64.805,60.472,61.914,64.459,63.77,67.966,70.642,71.853,63.13,59.15,58.226,62.2,1
64.21,66.031,69.937,69.903,68.34,65.065,62.806,66.488,63.244,68.647,69.719,72.87,73.526,69.977,65.763,64.113,58.107,79.407,60.771,63.49,67.412,65.103,68.595,66.523,65.934,64.302,64.145,65.42,67.309,67.038,63.135,64.805,69.916,63.514,63.03,65.28,67.917,69.678,70.8,69.968,72.455,75.301,74.614,74.568,78.774,73.79,74.357,75.482,81.759,70.379,68.454,80.982,81.329,82.245,80.002,79.683,81.759,78.621,76.048,78.774,79.407,81.299,80.526,79.027,79.778,78.062,78.816,1
71.231,68.806,70.802,73.477,76.983,75.863,75.306,75.937,63.708,60.4,61.258,66.011,66.714,68.685,70.344,70.98,69.618,67.507,65.678,65.583,66.958,70.816,71.958,68.458,67.991,70.976,68.823,67.37,70.42,70.956,72.611,71.128,69.671,71.586,72.712,73.243,73.188,73.296,75.075,71.965,69.79,74.468,75.932,73.742,69.455,73.124,75.646,73.439,71.006,68.407,67.313,68.233,71.186,73.004,71.913,72.518,71.006,69.873,70.505,69.455,67.507,66.555,62.693,60.747,60.889,65.204,68.93,1
90.642,91.178,89.618,87.838,93.71,95.16,95.589,91.736,87.25,85.55,87.886,88.837,87.667,89.934,92.85,91.785,86.613,69.028,86.179,89.19,89.218,88.685,89.84,91.507,90.575,88.068,88.116,88.994,89.946,87.319,86.747,86.665,87.995,79.574,82.471,84.043,83.842,87.316,84.435,83.092,85.203,67.974,69.977,70.43,66.245,70.163,71.077,71.22,66.334,74.518,76.722,60.854,60.847,63.982,64.684,64.279,66.334,67.439,69.03,66.245,69.028,71.381,70.197,72.244,69.032,67.952,68.919,1
84.88,84.326,85.146,83.924,78.393,78.988,82.878,83.955,95.167,90.778,90.6,89.71,90.44,88.394,88.951,91.577,97.545,95.634,94.602,96.115,96.647,95.026,97.077,94.854,97.669,93.115,95.088,96.901,97.991,99.381,96.476,96.006,96.981,92.185,93.546,94.153,95.879,96.585,95.454,96.338,97.729,96.171,96.791,93.913,99.562,98.524,99.572,97.344,96.88,98.998,97.948,97.25,96.493,92.379,94.574,101.26,96.88,95.387,97.455,99.562,95.634,96.472,96.294,99.824,97.788,93.168,92.984,1
102.48,100.22,96.525,102.01,103.97,102.33,97.66,96.644,97.719,99.546,99.915,104.02,107.05,106.9,104.21,101.14,102.34,99.231,99.556,99.361,105.7,107.46,108.76,105.65,102.17,101.33,103.04,102.75,107.46,108.67,107.19,107.9,105.3,99.531,104.18,100.97,99.968,99.678,101.68,101.5,99.246,102.5,105.38,101.93,100.08,98.158,97.936,100.05,99.751,101.15,101.2,104.29,104.66,100.11,101.62,98.261,99.751,102.2,99.673,100.08,99.231,99.426,100.42,97.91,97.086,98.959,99.098,1
102.44,100.52,99.962,98.072,97.352,97.316,96.019,96.636,101.73,101.52,103.45,104.18,102.84,102.83,98.629,99.581,103.11,103.06,104,102.81,103.35,101.76,103.52,99.809,100.42,99.33,99.341,98.506,98.685,95.863,93.838,96.198,93.851,99.514,100.85,96.544,98.36,96.399,99.473,98.996,96.801,100.37,99.035,100.74,101.09,100.29,98.4,101.07,99.873,101.44,100.39,100.85,100.08,104.13,103.84,101.28,99.873,99.305,101.38,101.09,103.06,103.02,107.57,104.2,100.12,97.826,99.11,1
92.959,95.399,97.821,101.76,105,105.09,103.45,99.313,100.21,102.22,103.23,108.9,113.03,109.11,106.55,102.3,102.33,112.63,101.73,106.08,109.63,110.89,104.8,105.13,107.87,110.19,109,106.76,103.85,100.87,99.22,100.51,101.69,114.1,115.41,112.09,106.32,103.21,103.28,103.73,103.35,107.18,111.22,112.29,112.32,110.4,100.75,102.21,106.96,108.88,108.33,109.76,109.49,109.16,113.32,106.44,106.96,108.38,108.66,112.32,112.63,112.6,114.16,115.2,112.74,111.34,110.53,1
104.88,108.66,105.53,103.71,101.18,103.09,109.62,108.6,109.94,111.91,109.74,107.72,105.08,102.9,106.35,103.16,115.22,78,117.09,116.37,114.84,113.93,106.55,107.07,110.62,115.62,114.55,113.22,111.43,106.23,104.83,103.47,107.47,114.57,114.9,113.31,107.78,105.27,103.91,105.29,107.62,106.53,105.58,105.08,79.616,108.08,108.97,105.19,100.67,105.82,108.54,98.205,100.55,99.345,101.22,100.96,100.67,101.62,102.22,79.616,78,78.977,80.565,81.538,82.908,84.833,84.184,1
79.493,80.348,79.374,79.575,79.53,81.766,83.216,82.184,86.299,90.832,91.585,90.39,88.2,88.285,90.815,90.913,94.126,110.34,95.631,97.589,96.207,95.458,95.214,95.958,96.957,99.738,100.14,101.25,97.733,96.5,96.008,98.268,95.937,103.97,103.86,102.21,100.8,101.01,100.09,96.544,98.607,107.3,109.8,108.77,111.49,107.71,106.8,105.43,108.73,106.31,108.93,114.49,112.42,110.29,110.6,110.77,108.73,111.95,110.49,111.49,110.34,111.11,111.02,110.9,110.8,112.83,110.07,1
114.67,115.03,114.71,110.99,112.62,115.61,116.49,117.33,112.55,109.77,111.23,111.31,110.92,111.11,114.06,112.04,110.87,89.468,108.48,110.58,113.67,114.04,113.11,115.12,113.87,101.48,101.7,102.97,109.49,111.13,111.32,111.35,111.39,101.02,101.37,103.36,105.92,105.02,104.32,100.08,98.696,91.868,92.663,94.615,96.985,96.576,97.846,96.817,92.678,93.554,93.841,92.738,89.038,88.836,89.732,91.142,92.678,96.049,93.733,96.985,89.468,86.62,86.491,85.396,88.387,92.395,97.417,1
96.245,91.494,90.452,93.826,91.877,90.747,93.483,100.88,102.39,101.08,106.55,110.72,110.43,110.2,111.72,115.74,105.35,118.33,105.7,108.48,106.86,106.85,107.33,110.22,106.58,111.19,110.77,113.81,108.89,107.66,108.22,106.17,105.57,110.97,112.12,115.45,112.87,110.12,109.48,108.34,110.26,110.11,112.75,113.73,118.73,115.24,113.7,113.4,110.18,109.04,112.17,114.26,116.32,113.61,110.16,109.32,110.18,109.22,109.41,118.73,118.33,112.98,114.43,112.72,110.82,109.58,111.76,1
118.94,118.84,118.14,119.71,118.53,113.7,108.32,109.11,120.62,119.5,119.39,118.6,114.66,112.87,113.62,114.5,118.86,110.02,117.41,117.55,117.21,117.02,117.89,120.54,116.29,121.33,120.02,121.36,120.51,121.31,124.32,125.71,123.01,117.79,117.63,119.72,119.82,121.57,122.77,122.89,122.94,112.93,111.76,112.24,108.79,110.37,108.67,111.92,102.42,114.53,116.89,98.705,99.89,101.11,104.18,102.74,102.42,103.85,98.589,108.79,110.02,110.96,108.21,103.03,97.511,98.897,104.49,1
118.22,118.64,117.04,113.95,112.67,108.84,105.94,108.32,119.62,122.8,123.23,125.12,123.16,124.67,120.83,121.91,122.09,104.27,121.9,122.7,121.47,121.97,123.73,123.79,124.97,127.34,126.81,126.43,122.91,123.83,121.91,121.17,120.74,121.96,121.67,119.51,122.43,126.11,126.71,124.62,124.62,105.1,107.2,112.18,107.16,112.67,113.3,112.53,99.52,112.34,109.16,102.78,102.74,102.75,103.5,102.56,99.52,96.626,96.734,107.16,104.27,102.63,98.673,96.414,97.208,97.626,100.93,1
92.791,88.197,84.431,81.465,78.963,82.063,84.878,85.932,99.408,98.908,93.895,91.028,85.765,86.305,89.119,91.662,118.9,129.29,115.05,111.79,107.44,105.22,106.04,109.6,113.66,111.88,112.85,113.58,111.78,112.54,111.44,112.62,112.28,104.82,104.1,104.92,108.66,109.85,113.19,115.1,110.92,118.21,118.24,116.79,128.16,113.64,113.24,115.41,126.33,118.99,116.33,127.2,127.41,128.52,126.41,126.67,126.33,127.67,127.32,128.16,129.29,129.56,130.32,130.68,128.34,127.3,127.34,1
125.15,126.94,127.16,124.6,125.14,124.87,124.57,125.74,134,134.36,134.97,132.67,131.68,132.29,133.2,133.64,130.99,117,131.2,128.52,129.5,131.25,132.58,133.97,130.14,130.25,131.04,127.15,130.04,131.42,138.33,137.2,135.87,128.92,131.24,130.16,131.44,130.32,138.09,137.37,136.48,129.11,128.01,128.65,119.37,127.39,128.1,128.88,113.55,125.69,128.64,112.67,111.24,107.49,105.67,106.45,113.55,115.49,119.52,119.37,117,113.24,113.47,111.03,110.59,110.45,106.24,1
122.99,122.76,124.59,124.74,119.8,118.58,117.1,116.49,132.38,131.54,130.24,131.27,129.86,130.73,132.34,130.84,128.14,127.72,127.51,127.08,126.11,123.63,123.52,127.66,127.61,130.59,130.58,132.29,132.02,131.7,136.06,134.27,133.4,113.59,117.29,119.83,119.47,121.61,124.02,122.87,125.4,113.92,114.6,114.83,130.25,116.03,118.25,122.7,122.69,122.96,123.87,125.4,123.07,118.54,120.59,121.67,122.69,123.96,123.95,130.25,127.72,126.86,127.25,126.63,129.85,129.76,129.19,1
127.44,129.76,130.02,128.08,130.09,131.5,131.67,131.63,132,130.12,130.94,131.85,134.86,133.61,134.26,135.82,131.57,126.65,130.78,133.29,134.98,137.99,140.41,142.05,137.27,135.66,135.15,135.18,135.74,136.3,136.88,141.49,139.56,119.77,120.54,119.79,118.05,118.79,120.02,123.37,125.94,106.44,107.03,107.27,130.2,105.41,105.96,102.14,114.89,102.43,106,132.04,129.84,130.54,128.24,120.23,114.89,112.91,117.45,130.2,126.65,128.13,126.81,123.73,123.78,126.1,130.12,1
131.62,132.51,132.35,134.66,134.29,133.17,136.24,138.11,135.33,135.76,136.46,138.93,139.25,138.31,138.71,138.7,134.37,127.68,132.68,133.82,133.22,132.34,130.98,133.59,137.84,135.66,135.51,137.51,135.68,135.71,136.02,138.66,144.18,125.77,127.85,125.58,125.07,122.33,124.34,123.97,125.39,103.03,104.22,101.59,126.77,99.948,98.84,100.22,115.34,97.609,101.61,117.53,116.42,114.87,112.51,115.24,115.34,111.02,112.09,126.77,127.68,128.15,127.25,127.25,126.64,123.89,124.2,1
130.5,130.6,128.74,129.25,126.61,124.87,126.04,125.29,121.07,120.66,121.25,122.69,118.1,119.15,117.72,118.72,108.05,100.81,110.54,110.57,110.34,112.46,113.78,113.49,113.47,107.63,103.72,100.56,101.29,101.8,98.433,96.037,98.681,108.3,108.16,104.66,102.97,101.23,99.524,101.26,99.877,87.907,89.284,88.425,98.919,87.116,84.971,83.596,99.777,81.604,76.486,99.176,102.79,107.92,106.06,99.949,99.777,98.151,93.146,98.919,100.81,103.94,105.76,100.81,102.46,97.68,88.218,1
95.704,95.445,99.534,101.58,95.196,91.837,90.852,85.907,95.519,97.44,101.91,102.18,101.18,98.903,96.485,95.1,93.673,89.11,91.634,92.829,97.587,101.99,101.69,100.73,101.24,86.342,86.283,88.438,89.759,93.428,93.016,93.715,94.359,83.272,80.862,84.134,86.086,84.922,83.691,83.195,85.96,78.172,76.975,78.236,83.735,80.448,74.708,75.412,83.243,83.714,93.288,78.786,78.21,77.513,78,79.501,83.243,86.947,92.301,83.735,89.11,91.714,93.578,93.845,96.927,98.016,97.154,1
89.855,97.551,98.64,101.78,103.51,103.03,102.44,104.75,98.127,103.47,103.65,107.46,108.47,106.18,104.43,103.08,102.18,99.131,103.35,101.43,103.25,103.88,105.02,104.36,101.27,98.911,98.015,99.189,101.71,104.2,104.75,100.52,99.076,98.934,99.313,99.985,104.11,102.87,102.76,100.06,99.466,101.22,100.92,101.94,95.123,103.61,104.19,101.26,100.69,101.22,102.63,100.88,99.633,99.58,101.5,100.15,100.69,100.8,103.08,95.123,99.131,98.449,98.986,96.478,98.251,101.22,103.69,1
98.802,99.188,100.07,100.91,102.74,99.221,103.44,102.5,104.56,105.27,107.64,105.98,102.6,100.62,100.13,101.67,102.23,103.07,103.46,105.81,105.09,103.32,101.82,101.87,103.02,101.13,102.43,105.8,103.05,100.59,97.676,98.843,98.411,101.96,102.87,103.41,101.67,100.03,103.14,101.7,100.84,100.64,100.29,100.34,100.82,99.666,98.571,99.503,101.03,97.452,96.217,107.5,106.38,105.12,103.93,102.94,101.03,99.541,94.036,100.82,103.07,100.75,96.915,95.26,98.268,101.69,95.91,1
97.365,92.277,90.013,90.924,90.191,95.15,98.049,99.308,92.009,79.114,80.361,87.642,92.637,97.962,98.907,98.613,86.049,106.49,83.221,81.327,81.171,88.15,95.23,95.764,91.535,95.857,91.753,90.224,88.264,86.442,88.892,86.123,89.26,91.873,91.999,91.122,89.064,89.673,93.055,97.092,101.77,89.427,85.592,82.452,94.907,87.417,93.577,102.41,109.63,108.68,112.14,87.143,90.769,94.038,102.27,107.94,109.63,112.8,112.72,94.907,106.49,113.49,110.93,113.62,116.3,118.44,114.45,1
99.358,108.7,114.53,111.85,113.32,114.05,112.69,112.62,112.84,112.62,116.19,112.38,113.07,115.15,114.29,111.26,111.83,114.86,110.84,112.88,114.59,114.94,116.67,112.55,110.78,114.51,115.94,116.79,113.49,111.3,111.87,111.51,116.01,112.77,110.74,107.76,108.14,109.38,110.59,112.46,112.3,114.58,112.55,112.15,116.49,113.24,113.18,113.96,111.62,113.36,113.06,111.73,114.32,114.63,113.48,109.37,111.62,112.94,112.97,116.49,114.86,116.21,115.49,111.42,111.88,113.01,112.66,1
115.28,113.78,111.49,114.12,116.86,112.85,111.98,110.46,114.12,115.32,116.34,115.35,115.91,111.43,108.69,109.16,112.63,98.679,114.68,112.66,115.07,116.73,112.02,107.44,109.65,107.75,105.33,103.16,104.54,106.15,105.89,103.08,105.56,91.551,90.108,87.147,86.008,86.725,84.664,86.27,90.694,104.14,100.76,99.69,98.992,98.437,96.374,95.846,94.115,99.265,101.57,103.29,100.63,99.834,101.11,95.83,94.115,96.402,95.981,98.992,98.679,99.665,101.66,102.58,97.038,100.41,99.329,1
98.889,99.542,96.539,95.11,92.96,88.516,86.754,85.289,97.352,95.206,94.419,92.891,92.137,89.552,89.05,89.857,95.785,103.29,97.983,98.203,98.832,97.821,97.609,99.987,103.44,103.95,102.19,103.73,105.21,104.11,103.11,104.38,105.2,103.87,103.16,103.52,102.67,100.85,100.64,100.59,101.6,103.89,104.39,103.16,106.88,103.23,99.868,101.52,96.831,104.5,103.25,103.34,102.59,102.65,101.38,98.502,96.831,99.385,99.99,106.88,103.29,103.01,102.9,102.66,98.946,99.601,100.66,1
104.22,101.62,100.29,98.528,98.621,98.665,99.075,100.34,100.52,100.12,100.9,97.838,96.483,93.163,92.272,89.682,93.899,99.343,92.623,92.267,92.833,92.373,89.147,88.643,89.626,99.286,102.71,105.04,106.81,107.61,108.66,104.42,105.11,108.03,109.91,112.91,109.59,108.66,108.11,108.72,107.84,104.88,107.51,108.75,100.91,107.43,109.12,106.57,97.954,106.92,104.95,101.85,102.66,102.78,102.52,101.05,97.954,97.07,98.295,100.91,99.343,100.49,99.631,99.935,98.19,100.07,99.526,1
97.528,95.666,96.427,98.421,96.899,97.853,98.417,100.63,91.347,89.695,92.503,91.818,92.145,90.993,91.079,93.142,82.932,89.881,81.427,80.759,81.317,79.161,81.445,82.67,81.71,93.299,94.384,92.478,90.741,92.435,94.815,97.162,96.337,99.317,99.584,96.662,97.649,98.197,98.722,100.03,96.736,96.775,97.884,98.208,90.865,95.863,96.636,99.394,92.324,94.44,93.795,95.416,93.405,94.114,92.52,91.077,92.324,92.793,92.554,90.865,89.881,89.336,89.176,90.734,90.318,88.719,85.388,1
90.853,92.893,90.945,95.574,93.799,91.323,92.249,92.612,90.871,92.791,92.628,94.246,95.042,94.379,91.673,92.224,82.166,86.844,83.24,85.127,85.257,83.498,81.385,84.242,80.787,82.8,82.667,83.704,85.09,84.956,84.459,88.021,85.306,86.29,90.379,92.964,95.134,92.376,87.28,87.248,89.809,83.047,88.142,87.806,83.277,85.208,84.154,81.411,78.228,76.941,83.721,81.624,79.266,77.481,76.859,79.248,78.228,76.971,80.201,83.277,86.844,86.808,89.52,92.613,89.489,89.181,93.191,1
98.419,101.41,101.23,102.21,97.435,94.737,92.205,94.453,97.393,98.316,98.123,100.09,96.575,96.386,96.689,94.446,93.505,71.495,94.51,93.897,94.233,95.154,94.885,93.078,93.716,87.244,89.998,89.441,92.592,95.619,91.551,92.492,93.048,85.987,88.379,92.099,91.44,93.264,94.557,93.405,95.416,83.764,83.486,88.268,69.265,89.424,91.594,93.956,80.556,92.88,88.765,74.016,74.033,77.46,79.362,79.43,80.556,79.649,78.786,69.265,71.495,73.515,75.562,75.496,79.372,80.216,79.281,1
68.599,69.631,71.074,74.607,77.893,78.864,76.831,77.479,62.464,63.946,69.487,74.271,74.693,73.183,76.157,76.346,59.053,66.209,61.933,65.459,69.761,68.627,71.457,74.507,74.233,52.753,54.971,59.478,60.352,63.543,66.407,67.282,69.382,61.796,63.725,66.723,70.144,72.958,76.71,78.808,81.546,72.816,72.184,75.214,67.7,74.77,76.602,77.495,64.916,81.237,82.139,63.851,62.049,62.996,63.624,63.688,64.916,67.571,70.309,67.7,66.209,68.905,73.542,74.316,72.21,70.974,71.66,1
70.535,71.884,74.065,72.815,75.742,75.846,77.056,78.424,66.835,68.237,71.469,71.55,76.47,76.623,77.822,77.349,65.636,71.977,66.493,74.05,74.057,73.071,76.722,78.647,79.442,66.681,70.177,75.255,75.604,73.974,75.477,77.055,80.542,69.429,71.87,74.049,73.074,73.438,72.004,75.779,81.651,70.81,72.448,76.117,67.014,75.89,76.416,77.683,80.443,79.339,81.666,68.188,70.224,76.18,78.73,82.565,80.443,81.633,83.257,67.014,71.977,76.865,79.662,83.216,82.214,82.125,85.255,1
68.542,72.756,76.864,78.558,79.067,79.1,81.589,88.972,68.847,71.872,73.795,77.108,75.193,71.89,72.925,79.711,70.059,78.718,74.959,78.576,82.903,81.675,75.287,73.361,78.786,70.285,71.17,73.461,79.513,81.392,77.908,75.615,81.878,70.603,68.776,69.156,75.896,71.67,64.675,68.665,72.349,66.257,66.604,69.755,79.295,70.549,66.934,66.794,69.845,66.313,67.972,73.327,74.08,73.473,70.007,69.386,69.845,70.36,75.919,79.295,78.718,77.864,79.431,80.493,78.486,78.223,82.631,1
77.367,78.185,78.981,77.127,77.049,75.823,75.375,79.909,71.093,70.556,70.177,71.636,72.397,73.309,73.758,76.852,63.588,70.377,61.394,64.686,66.712,66.305,70.677,73.708,75.09,69.105,67.57,65.757,64.909,58.968,60.295,65.281,68.641,71.726,68.776,66.978,65.881,61.68,63.28,67.263,70.127,64.737,64.311,66.523,71.133,66.911,67.195,65.578,77.644,67.313,74.198,69.212,69.084,71.824,75.418,77.703,77.644,76.866,79.083,71.133,70.377,72.456,74.114,78.551,80.458,79.1,80.284,1
90.176,86.95,83.468,79.476,78.555,78.296,75.698,79.017,88.805,88.155,87.289,85.353,86.554,87.849,89.447,89.728,88.556,70.86,88.422,88.072,89.303,89.575,89.889,87.988,90.439,87.678,89.224,88.516,89.284,92.452,92.908,92.984,90.983,86.124,86.515,89.573,88.665,87.829,89.378,88.895,87.067,77.736,77.966,78.385,68.532,80.427,79.655,78.718,73.143,78.315,79.943,71.44,71.442,71.665,71.43,74.236,73.143,72.111,76.201,68.532,70.86,75.024,73.266,71.56,74.537,76.685,80.798,1
84.085,86.29,87.357,86.518,84.362,85.102,84.52,87.46,94.409,93.52,94.054,91.832,90.119,88.786,89.194,92.509,96.44,91.562,95.503,95.651,99.898,97.703,98.848,96.945,99.729,98.892,96.656,97.292,99.525,103.25,101,101.52,103.21,102.3,103.37,97.86,102.2,104.64,99.252,97.584,100.21,100.32,101.24,100.23,95.144,100.95,101.43,102.63,100.04,101.6,102.93,97.43,96.405,99.374,101.61,100.63,100.04,99.512,99.104,95.144,91.562,93.286,91.949,90.875,90.733,93.738,93.735,1
93.323,91.25,97.568,95.609,96.808,95.253,95.906,96.668,98.457,97.747,100.82,100.37,101.44,103.45,103.09,104.17,102.15,96.751,97.261,100.95,100.57,100.08,103.3,100.46,103.02,100.78,97.951,99.255,97.206,100.03,101.55,99.068,101.11,94.806,98.04,101.45,97.929,94.87,97.89,104.53,102.45,97.724,103.97,103.48,100.19,100.56,99.901,99.502,96.941,106.63,103.12,102.05,104.47,104.34,101.77,98.841,96.941,100.5,103.54,100.19,96.751,99.157,101.26,100.91,100.43,96.653,99.851,1
99.081,97.24,93.878,98.063,100.31,102.73,99.661,96.68,103.82,107.1,107.58,104.91,103.58,103.19,102.16,105.26,104.36,101.56,107.62,112.73,110.65,108.83,106.37,105.66,105.84,95.337,94.988,98.724,101.78,105.83,103.09,97.831,99.946,95.307,94.042,96.853,99.65,104.44,104.61,101.64,101.47,102.12,102.88,104.44,100.24,108.86,108.12,104.43,108.85,105.97,103.6,101.89,102.54,106.44,108.45,109.12,108.85,108.13,105.42,100.24,101.56,105.15,102.45,103.96,100.54,100.51,102.01,1
97.174,97.81,101.14,101.48,100.69,100.48,96.851,100.09,102.77,100.92,98.08,102.02,104.53,103.64,103.41,106.56,107.98,107.95,106.61,101.7,102.59,99.61,100.8,105.45,107.01,104.84,104.77,104.47,104.48,100.09,102.26,109.24,109.22,107.92,112.29,112.29,111.91,110.26,110.86,112.8,109.09,107.51,111.98,112.56,108.71,111.86,108.51,106.71,103.7,105.06,104.43,107.78,105.02,104.17,105.19,107.21,103.7,100.28,101.8,108.71,107.95,105.05,104.09,102.02,102.12,102.74,107.95,1
102.93,108.1,106.08,102.71,102.19,103.66,104.06,102.02,104.73,105.33,105.27,102.58,100.43,98.103,101.77,103.3,108.89,87.362,107.59,109.64,110.96,104.49,104.08,104.95,108.28,107.96,107.72,108.99,108.22,106.32,105.54,106.54,104.04,110.8,110.13,110.95,110.72,106.98,109.13,106.49,106.22,110.35,110.95,111.91,87.398,111.02,109.74,112.08,107.22,114.1,114.59,104.29,103.26,103.81,102.8,107.21,107.22,107.33,109.48,87.398,87.362,89.556,90.765,91.527,90.155,86.67,87.404,1
