f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,label
137.38,141.6,156.47,151.22,138.17,121.09,116.43,114,126.96,154.54,177.07,164.78,119.39,138.58,145.94,119.07,130.33,135.18,142.64,147.84,145.19,121.32,151.82,149.67,117.28,129.85,127.5,120.93,118.84,127.9,155.51,161.85,139,133.47,142.95,147.95,124.39,132.56,157.32,155.47,145.26,140.3,134.18,149.56,139.41,130.96,121.41,119.46,133.06,116.16,128.93,150.51,129.48,102.6,107.95,115.77,133.06,130.58,125.94,139.41,135.18,110.76,104.7,127.58,163.06,167.79,133.96,0
146.64,134.96,130.16,126.79,122.14,128.01,139.19,138.09,131.4,138.31,134.34,156.06,167.09,141.54,121.01,146.65,145.52,185.49,160.26,143.75,136.05,156.73,154.34,137.18,145.5,153.49,157.85,137.99,119.23,133.89,138.86,133.18,135.06,123.98,134.28,126.84,128.02,139.1,131.5,114.06,141.78,132.43,111.66,103.35,154.4,115.02,125.57,117.18,136.05,120.91,145.62,159.94,145.65,112.26,102.61,128.28,136.05,125.19,145.58,154.4,185.49,190.92,137.69,116.6,130.23,124.94,128.5,0
134.49,146.62,173.74,127.34,102.35,126.63,148.44,131.45,168.36,143.97,125.05,110.65,122.15,138.07,156.99,143.08,161.57,128.05,145.66,120.87,122.01,142.57,145.32,158.91,149.12,147.2,134.39,119.07,126.43,142.72,152.88,155.62,132.32,121.06,120.08,133.86,154.56,146.27,143.69,132.46,100.6,129.18,128.61,141.09,132.44,166.6,171.35,159.79,167.11,110.47,118.49,125.37,124.47,150.11,169.16,178.94,167.11,127.91,136.7,132.44,128.05,149.81,162.25,165.45,157.76,152.97,147.88,0
140.63,135.53,128.13,143.55,160.71,155.09,165.84,145.05,127.04,137.58,137.04,154.76,164.81,137.26,116.83,132.49,118.22,131.06,154.11,166.32,182.45,173.89,136.3,123.84,140.87,120.04,138.13,152.13,168.46,159.32,124.97,123.99,139.88,110.25,123.22,157.16,164.31,156.73,152.09,136.63,131.61,113.78,133.84,148.01,113.64,148.22,140.9,156.74,160.01,165.69,163.94,108.44,122.84,145.98,147.79,150.1,160.01,160.26,168.08,113.64,131.06,152.46,159.51,156.67,148.49,149.36,142.84,0
133.11,137.56,142.28,159.22,150.17,133.56,135.87,137.65,154.46,125.11,115.18,127.04,131.41,119.7,112.68,133.46,130.93,79.94,106.91,110.7,112.86,106.7,95.94,94.88,127.91,131.04,113.99,115.01,142.34,137.49,112.49,110.15,113.25,153.5,135.65,139.67,148.45,140.43,117.87,107.07,117.56,129.13,129.82,149.36,99.781,148.68,142.15,126.73,108.2,123.29,136.51,89.922,93.745,132.81,149.84,135.08,108.2,99.633,116.97,99.781,79.94,107.69,124.04,130.11,114.65,115.01,138.09,0
120.97,91.106,88.944,105.64,142.66,146.57,133.07,143.15,145.48,157.12,125.56,103.24,120.12,136.27,129.24,120.73,167.51,120.17,181.63,149.36,111.42,127.18,141.34,109.97,94.355,156.93,157.14,123.9,118.37,147.99,155.5,123.76,96.582,105.94,101.92,111.67,119.02,124.28,123.85,117.21,107.8,100.03,102.74,126.1,140.72,118.69,115.2,122.09,113.95,143.04,148.63,134.36,126.69,136.08,145.39,136.33,113.95,130.04,129.39,140.72,120.17,127.77,150.38,139.32,120.3,113.05,97.846,0
173.9,179.92,180.94,187.18,193.22,155.23,159.03,173.58,172.67,183.79,189.11,189.9,202.82,177.2,141.31,145.41,160.09,173.28,175.64,182.28,188.11,174.92,166.76,158.67,147.1,167.31,159.98,178.14,167.31,154.4,149.43,163.13,171.74,150.78,158.88,172.02,160.18,163.2,174.98,159.02,166.53,156.48,176.97,183.32,151.06,168.07,147.13,166.03,159.36,171.99,168.22,156.62,185.66,200.25,181.71,152.22,159.36,165.48,166.95,151.06,173.28,190.32,176.35,163.05,188.26,181.84,165.95,0
152.95,161.98,179.24,177.23,171.01,185.5,178.89,174.57,184.41,169.44,171.87,185.24,187.74,184.56,174.32,160.41,164.76,197.98,167.15,191.59,208.56,192.56,184.5,176.58,157.15,171.47,164.81,163.93,177.7,186.67,171.14,156.14,147.99,161.41,173.96,174.69,148.48,166.62,178.93,177.98,169.87,165.53,165.17,184.2,182.3,153.83,137.29,162.46,138.24,174.5,188.25,178.91,182.14,174.59,153.1,122.25,138.24,149.76,165.64,182.3,197.98,179.61,163.74,162.7,160.71,137.86,154.41,0
177.11,172.49,161.69,170.06,188.86,188.19,159.04,165.27,157.15,144.01,145.75,160.5,181.45,192.32,158.19,160.99,162.12,166.35,154.71,159.28,159.85,166.13,175.07,161.28,155.39,144.8,157.45,173.71,190.65,168.83,153.04,156.7,161.17,129.82,156.25,162.79,158.55,158.12,160.05,150.8,156.19,156.96,170.48,168.08,155.7,131.32,124.54,157.4,127.49,158.18,137.43,168.98,180.63,178.56,161.4,128.58,127.49,158.49,154.77,155.7,166.35,170.74,184.74,166.92,129.61,129.39,158.41,0
121.93,132.85,158.68,176.01,176.06,176.88,144.95,135.56,116.75,115.56,139.2,172.64,171.31,177.66,147.43,134.84,124.32,160.89,114.74,119.56,138.85,161.27,170.62,153.17,142.99,161.18,137.86,133.15,131.58,150.29,160.28,169.07,161.37,175.2,163.38,138.72,143.82,159.05,154.84,171.11,163.88,166.66,166.39,143.17,134.87,127.92,148.37,151.02,121.2,168.05,174.41,142.01,169.34,158.58,135.05,128.18,121.2,143.95,156.11,134.87,160.89,173.86,163.45,153.28,134.31,141.67,140.07,0
152.7,155.37,170.4,157.26,154.28,143.81,159.55,176.8,166.33,174.69,165.78,152.5,133.8,127.41,148.61,172.49,172.3,150.36,177.9,149.03,149.69,151.35,128.3,126.6,154.39,177.37,159.81,131.76,146.98,176.01,159.16,116.64,129.08,168.03,146.29,135.87,150.41,182.31,165.8,126.46,121.91,169.66,135.83,157.11,151.39,157.56,169.66,170.38,177.96,154.64,157.42,173.45,146.63,156.13,167.77,169.48,177.96,177.28,164.83,151.39,150.36,156.45,152.53,165.52,187.61,177.97,141.64,0
158.55,157.38,180.82,177.67,151.11,164.22,167.35,157.46,139.92,141.69,161.58,162.53,136.36,147.02,165.42,164.41,148.58,139.59,149.54,149.69,154.01,162.17,154.04,166.52,161.87,137.39,139.48,153.71,179.69,175.02,159.11,181.09,165.01,138.12,120.12,136.42,152.43,146.18,147.88,172,166.18,177.74,146.95,119.34,172.94,128.84,125.52,134.01,136.45,170.01,176.38,179.07,157.77,133.37,143.31,142.23,136.45,155.53,180.05,172.94,139.59,130.75,144.76,155.01,143.26,151.34,171.34,0
153.32,147.52,139.93,149,166.36,166.99,169.31,179.48,150.97,150.19,140.22,138.74,162.42,157.55,160.41,186.8,159.24,131.11,157.19,138.43,123.39,138.53,144.55,138.27,172.33,149.65,142.59,150.54,148.39,143.77,139.06,125.14,154.58,151.16,141.75,142.68,149.17,164.59,176.18,160.69,154.49,196.4,173.33,133.36,146.1,145.02,163.75,174.13,164.15,183.33,172.86,176.15,180.41,153.57,134.98,150.87,164.15,180.44,185.73,146.1,131.11,152.68,155.53,160.01,157.42,154.89,160.1,0
149.77,138.18,153.52,176.27,164.91,165.52,144.47,155.11,141.52,161.83,161.64,150.3,152.78,169.86,150.82,144.92,169.91,119.83,165.91,151.31,150.98,147.61,162.46,152.05,136.36,181.51,174.05,146.98,152.44,155.84,150.2,138.64,132.49,148.19,160.4,158.6,146.74,155.07,163.19,153,135.42,142.9,129.74,150.57,146.28,152.29,157.94,162.04,143.85,155.23,149.33,156.47,124.8,133.34,146.75,163.06,143.85,132.31,145.93,146.28,119.83,116.15,148.66,159.57,142.31,137.25,144.4,0
141.03,144.65,128.06,131.31,143.09,153.22,172.02,155.12,171.92,170.97,162.97,133.6,136.11,163.64,169.4,151.82,193.96,143.24,203.85,179.73,162.52,156.94,169.67,157.52,128.78,187.34,196.96,159.08,139.59,146.6,169.72,175.07,149.62,147.04,171.86,176.1,142.61,124.02,143.65,149.52,145.24,134.34,170.65,188.7,165.57,172.4,133.69,121.05,148.67,104.41,125.91,147.47,170.91,178.56,182.13,180.87,148.67,107.2,128.97,165.57,143.24,138.64,153.19,169.28,166.8,139.51,154.33,0
161.75,166.07,160.77,152.96,142.93,132.7,127.91,166.52,161.3,173.45,191.82,185.69,133.45,111.65,114.93,138.49,171.29,153.38,158.92,171.06,188.04,144.42,132.06,138.01,136.47,175.84,160.77,139.76,151.87,143.74,145.78,139.59,146.21,179.43,176.69,154.39,170.85,161.8,141.95,147.58,149.99,161.1,169.19,159.94,132.67,173.93,178.77,156.98,156.05,172.09,175.32,140.99,158.93,174.14,166.36,162.97,156.05,173.34,188.79,132.67,153.38,176.12,169.66,149.8,155.32,153.17,163.86,0
136.23,142.36,145.1,138.95,158.12,182.4,163.31,152.04,174.02,151.85,140.44,131.04,142.07,175.7,169.27,152.16,153.36,190.82,161.39,184.86,179.09,146.51,143.9,154,157.83,153.44,153.85,179.53,195.5,172.89,149.58,160.67,189.37,146.82,134.32,150.64,158.33,177.28,193.56,186.91,158.58,153.1,168.41,191.09,178.99,180.56,155.92,181.14,149.94,196.45,151.56,149.61,166.8,183.6,183.31,147.25,149.94,173.44,183.75,178.99,190.82,177.39,174.97,155.5,162.59,185.57,185.65,0
149.68,167.34,164.39,181.28,190.15,163.48,180.29,180.47,167.67,145.12,136.55,178.2,202.02,182.58,152.13,170.2,181.39,149.91,166.38,135.57,160.91,187.67,176.74,155.82,181.08,177.71,170.67,135.03,146.22,163.73,161.13,162.35,187.25,183.81,187.28,146.17,151.71,159.48,174.82,193.66,184.05,164.84,187.62,163.68,125.64,143.73,152.77,167.53,156.89,193.85,203.21,132.36,168.87,189.32,167.07,135.92,156.89,171.51,168.12,125.64,149.91,163.24,148.29,137,162.95,167.04,160.25,0
138.93,136.01,148.58,161.05,151.8,153.33,152.82,168.8,138.39,137.59,153.28,182.03,192.75,171.72,132,143.95,137.14,176.89,132.77,134.58,156.51,177.41,184.59,130.07,102.83,166.63,161.19,171.35,164,159.31,160.06,143.83,123.33,135.94,166.5,183.88,187.97,172.91,135.72,155.37,154.6,136.44,142.25,161.82,172.3,164.01,148.12,152.17,158.11,176.23,174.99,189.3,167.65,126.56,132.73,145.48,158.11,184.03,193.75,172.3,176.89,141.42,133.92,163.79,173.04,179.7,200.39,0
169.27,161.69,138.25,132.63,149.87,174.1,176.93,172.43,146.19,147.96,133.88,129.71,143.26,153.03,158.95,149.38,159.62,144.64,163.6,158.72,142.77,149.49,136.75,139.33,152.84,188.75,174.34,157.08,149.42,169.01,166.55,136.93,125.23,173.19,179.03,154.67,155.55,166.25,161.34,140.55,127.99,154.03,168.9,149.53,117.89,157.33,160.08,149.85,132.78,152.48,143.16,125.05,154.47,167.55,167.13,134.08,132.78,163.93,175.39,117.89,144.64,173.77,188.41,160.95,117.63,136.89,154.98,0
130.61,140.31,164.62,169.66,149.72,125.7,124.2,123.02,141.9,137.87,141.81,153.01,141.45,129.82,121.05,126,148.42,159.34,156.16,140.45,137.6,139.21,130.65,134.02,139.15,144.13,165.12,179.51,163.63,126.79,116.82,132.64,131.13,161.59,148.75,145.33,147.52,169.05,170.54,161.79,129.75,152.54,155.87,138.31,187.87,144.68,170.66,165.42,165.82,156.46,150.81,130.95,159.29,155.75,138.33,150.27,165.82,169.42,165.35,187.87,159.34,152.07,129.09,126.75,152.08,177.58,188.99,0
207.96,199.94,158.15,150.83,131.79,132.45,140.92,166.91,181.82,204.61,162.75,117.1,118.07,131.37,160.89,150.72,180.2,124.57,181.07,155.4,102.11,105.31,138.76,161.74,153.85,175.14,177.41,155.53,125.31,123.72,127.08,128.22,137.66,162.53,180.5,171.37,138.66,141.06,126.41,111.83,109.58,138.92,165.51,169.44,165.24,148.89,149.15,146.76,146.2,158.46,151.24,134.61,147.08,162.16,150.07,138.68,146.2,178.54,191.97,165.24,124.57,116.72,125.86,119.47,137.99,175.48,188.25,0
139.44,127.53,125,121.93,120.8,133.14,166.3,181.73,116.22,123.14,154.22,144.06,142.62,162.74,173.57,186.33,123.07,171.46,107.93,112.94,126.18,137.35,160.86,183.3,184.26,134.51,107.59,113.42,142.61,144.55,147.35,160.61,150.02,137.96,140.67,126.9,148.98,162.22,131.72,140.42,165.09,127.55,148.73,143.18,165.75,144.78,170.97,173.76,187.99,152.43,159.88,138.45,144.34,134.82,143.95,171.55,187.99,180.89,145.35,165.75,171.46,143.42,130.11,152.87,160.23,153.37,144.55,0
162.22,160.5,148.71,128.05,127.38,128,115.48,118.2,179.23,159.23,166.64,166.63,114.26,108.85,107.2,114.06,189.1,174.92,177.04,179.84,180.25,121.15,108.3,157.87,178.74,155.02,160.88,161.52,149.34,146.04,131.13,135.5,172.9,166.6,165.98,172.39,169.06,155.53,126.41,122.58,155.18,180.16,170.85,178.95,153.55,170.6,123.81,132.34,129.25,148.43,153.47,166.56,161.96,152.77,139.5,107.15,129.25,159.1,143.48,153.55,174.92,150.03,134.1,120.56,111.8,135.31,134.05,0
160.78,165.6,161.46,179.66,178.19,129.41,136.81,148.62,171.11,152.26,159.43,168.75,184.27,151.5,133.89,144.89,170.88,152.94,158.31,176.91,183.08,171.98,148.49,150,132.83,145.29,146.1,170.13,187.49,158.78,143.86,154.79,169.14,153.01,146.79,165.41,166,161.48,152.63,157.27,170.4,154.37,142.54,164.98,182.53,187.77,177.66,163.42,141.23,154.33,153.57,182.49,148.93,162.13,196.29,168.27,141.23,136.96,152.94,182.53,152.94,138.08,158.22,149.62,145.82,158.65,161.24,0
174.43,157.85,129.08,127.18,123.08,141,171.6,170.5,169.63,185.56,181.41,142.74,110.85,132.18,176.42,185.74,179.59,160.69,198.67,194.4,155.32,118.16,129.2,160.32,160,176.8,189.34,204.95,165.87,125.77,116.98,138.61,153.66,176.06,183.43,184.1,162.95,143.52,129.81,143.43,160.32,142.69,140.87,137.49,159.23,135.51,148.19,156.66,129.85,132.23,136.15,142.48,124.77,120.96,140.21,133.37,129.85,119.19,111.99,159.23,160.69,150.12,172.09,162.02,120.63,115.23,105.48,0
140.24,145.79,124.4,148.73,177.53,166.06,137.33,109.63,142.34,118.08,113.52,148.14,181.59,190.07,169.79,121.19,159.94,132.2,129.01,132,133.22,140.23,142.2,135.69,148.59,134.54,108.73,120.15,128.18,138.55,127.93,136.07,161,116.45,113.86,109.35,128.21,159.13,168.69,149.78,135.34,127.21,129.31,130.98,168.97,149.35,157.87,155.85,146.46,143.29,121.7,161.8,143.14,129.25,144.96,141.66,146.46,166.9,169.79,168.97,132.2,131.57,138.23,135.62,140.99,150.39,160.62,0
146.44,125.58,149.47,168.74,154.43,147.31,172.91,181.91,176.24,163.53,145.69,148.93,139.33,148.38,176.37,193.06,162.64,144.79,157.56,137.5,141.78,163.95,177.91,163.72,154.24,133.96,120.43,114.52,139.83,173.83,201.91,169.99,146.51,128.47,116.09,116.17,127.27,146.91,183.6,172.19,125.87,173.24,163.29,140.68,152.03,125.98,119.2,138.37,143.6,141.96,111.74,185.09,171.79,142.97,153.65,155.82,143.6,130.08,128.55,152.03,144.79,139.57,156.55,176.24,177.57,161.78,145.19,0
129.58,137.61,165.78,183.54,172.29,171.36,172.11,170.7,138.99,138.53,158.96,167.56,157.74,163,156.53,136.31,127.85,165.2,128.58,142.2,164.44,171.12,164.22,127.32,99.12,139.91,161.67,163.57,164.95,176.43,186.78,151.16,113.92,139.98,160.81,161.48,136.7,151.42,167.4,144.89,125.03,142.24,153.76,133.55,153.07,109.23,116.68,149.43,146.68,146.85,137.94,125.4,130.67,126.91,131.48,130.47,146.68,166.14,146.28,153.07,165.2,169.85,153.6,142.61,144.13,147.78,132.83,0
172.32,192.5,202.02,185.95,157.93,118.17,92.553,97.731,144.49,163.8,168.8,164.12,144.57,128.86,116.75,134.15,132.15,100.18,140.22,164.33,161.34,156.91,160.68,161.19,150.4,144.7,153.38,182.6,183.3,153.11,141.09,150.12,156.26,176.35,162.93,156.92,156.51,135.1,126.73,147.14,153.68,155.55,147.9,143.01,86.799,139.21,126.97,129.8,166.27,129.97,131.11,122.08,131.38,157.02,180.89,171.38,166.27,150.33,126.03,86.799,100.18,141.29,164.49,168.86,157.37,140.28,153.22,0
99.996,81.564,112.67,138.35,156.76,163.56,135.21,151.99,120.73,137.88,131.93,116.95,124.68,156.29,168.5,166.81,111.81,125.62,151.26,157.92,114.31,105.67,144.09,177.03,177.65,99.591,110.55,139.47,119.37,109.81,135.91,155.85,169.05,117.55,106.21,115.84,137.22,152.92,142.83,120.11,145.78,140.89,126.01,111.03,155.98,121.62,149.77,152.45,147.07,137.4,145.16,139.8,129.28,108.56,106.33,127.36,147.07,162.67,177.1,155.98,125.62,97.049,93.769,125.08,155.08,156.77,162.86,0
179.67,145.46,99.004,95.654,111.9,132.79,136.91,146.34,165.39,157.74,119.89,98.619,97.217,105.87,123.13,153.64,132.46,102.87,133.12,142.8,117.67,96.991,105.96,112.39,132.81,116.62,119.12,148.15,126.76,119.94,146.7,139.83,128.9,147.56,114.79,123.73,114.06,126.95,148.52,141.04,121.98,169.55,126.38,139.74,124.66,134.02,119.93,120.03,112.37,136.58,135.2,156.67,132.08,131.04,135.65,116.01,112.37,147.3,150.56,124.66,102.87,103.85,135.31,163.95,165.65,155.31,151.81,0
101.03,91.679,102.52,132.47,162.17,176.41,163.68,131.89,107.67,122.31,115.72,117.71,143.02,161.19,140.25,117.44,140.75,131.32,163.09,147.98,129.03,108.96,114.97,99.828,93.284,137.7,139.01,123.62,115.87,123.03,136.67,131.56,97.929,135.05,136.65,125.36,133.59,146.75,149.44,136.11,115.56,150.46,157.81,145.34,122.92,134.04,123.87,122.98,118.37,136.62,153.94,137.2,154.7,150.6,118.87,107.41,118.37,147.62,176.1,122.92,131.32,127.08,132.38,153.51,152.91,121.25,139.38,0
125.58,116.48,116.22,123.79,140.13,136.02,119.89,124.6,158.97,130.07,126.35,124.1,106.88,108.64,144.2,153.14,153.6,147.46,140.49,133.06,117.9,101.29,106.6,144.11,161.62,136.57,145.22,142.99,112,106.76,111.75,131.68,153.31,159.04,150.06,127.41,110.56,125.7,145.52,155.84,154.98,166.7,162.61,125.99,132.92,115.4,140.93,164.45,152.51,173.46,182.61,156.41,152.52,154.64,157.68,145.17,152.51,165.93,178.12,132.92,147.46,172.15,174.91,153.58,121.55,142.94,163.19,0
126.04,149.82,170.93,164.3,152.11,130.99,118.31,107.09,115.85,122.84,130.49,133.22,154.3,168.5,146.69,112.29,116.43,173.04,114.56,140.66,159.86,170.79,152.96,125.19,127.55,98.916,117.97,147.45,172.42,178.65,146.43,136.41,138.9,94.95,117.81,143.24,162.46,172.86,155.26,152.86,147.39,164.71,170.66,169.3,150.16,149.13,145.1,137.35,115.99,144.03,132.02,163.26,176,187.66,158.4,105.73,115.99,161.63,167.54,150.16,173.04,173.05,155.43,113.01,126.94,153.44,180.2,0
125.85,148.35,149.67,123.15,94.259,113.61,132.71,132.06,148.66,155.93,126.43,83.008,71.006,89.514,126.93,125.52,153.49,149.27,165.17,155.82,112.76,75.148,93.981,134.16,146.59,154.64,166.89,170.55,146.12,93.207,94.399,116.44,133.49,153.39,166.27,164.24,138.9,99.859,103.44,91.024,94.694,150.45,140.43,119.55,134.13,85.119,88.014,105.41,127.88,98.385,101.55,159.83,149.79,137.16,108.14,111.72,127.88,139.9,162.71,134.13,149.27,159.16,138.5,127.23,158.8,180.83,177.68,0
131.49,134.37,125.25,126.05,142.72,149.69,161.45,167.11,134.66,120.64,112.72,116.62,134.99,135.08,144.33,151.46,146.53,150.39,131.69,116.11,112.86,119.01,131.07,130.36,110.71,114.34,110.32,111.18,107.51,116.15,128.79,121.56,108.06,126.96,140.94,143.21,121.7,125.66,149.42,146.68,113.54,150.9,160.43,153.98,163.77,137.02,129.91,130.15,123.53,116.43,96.462,140.17,140.28,128.76,126.39,120.75,123.53,135.9,142.61,163.77,150.39,131.98,152.46,157.82,162.99,165.18,150.43,0
147.81,133.2,129.53,166.72,180.2,174.76,167.32,134.31,114.76,112.7,134.37,159.13,176.75,161.74,135.78,112.44,100.46,105.26,116.41,139.2,146.2,134.87,123.2,121.22,137.63,115.54,136.85,128.4,120.66,99.844,91.872,131.31,155.56,129.61,150.94,127.6,101.22,84.4,81.279,113.49,136.62,127.8,114.5,112.35,88.655,105.01,104.9,114.36,123.53,135.48,150.56,102.24,102.57,129.34,142.16,138.89,123.53,143.47,142.92,88.655,105.26,119.75,138.99,147.35,132.64,121.38,114.47,0
162.05,155.34,141.62,138.61,161.56,145.9,147.13,163.82,143.57,156.46,143.65,125.54,144.79,137.1,143.46,157.79,152.14,174.41,163.9,135.59,135.31,142,135.09,126.87,137.92,155.75,171.15,158.03,149.74,143.98,146,168.99,160.19,171.73,164.3,160.9,155.06,149.6,150.96,166.61,161.32,173.02,171.81,171.02,159.5,157.07,135.82,139.1,162.15,150.71,154.93,168.57,176.8,169.01,167.5,153.66,162.15,145.01,135.03,159.5,174.41,183.61,174.02,158.73,178.31,187.8,162.57,0
153.47,160.31,187.8,187.92,178.59,170.18,172.18,180.75,154.23,160.04,167.29,178.17,175.48,163.54,161.03,162.41,169.83,158.85,166.3,174.81,173.89,166.14,174.7,173.76,182.26,162.12,165.23,172.48,171.01,168.67,176.63,166.36,182.1,160.19,181.24,171.28,160.75,166.73,171.76,159.57,170.68,163.53,173.89,172.27,157.63,155.67,159.08,169.24,167.06,173.63,176.44,149.67,163.58,183.73,171.02,167.29,167.06,172.08,179.07,157.63,158.85,182.1,175.86,167.59,159.63,156.06,168.47,0
158.59,163.68,168.54,179.68,185.26,153.48,120.15,146.04,147.02,151.23,153.08,170.53,198.25,180.3,124.7,121.38,146.82,179.49,150.63,173.5,173.91,181.29,179.43,153.9,134.99,169.78,168.35,173.62,152.17,146.14,153.86,156.26,161.06,172.91,192.03,176.15,157.01,135.96,126.61,125.64,157.74,160.36,190.24,181.87,168.77,166.12,157.99,164.47,171.19,154.09,132.32,154.38,179.08,197.78,182.55,155.84,171.19,182,164.58,168.77,179.49,183.06,166.23,141.18,146.75,156.39,159.57,0
149.4,178.11,189.52,169.37,147.03,147.24,154.81,149.51,134.87,133.51,155.67,171.91,187.18,183.43,156.41,158.66,152.59,151.9,147.75,146.93,163.29,180.07,190.17,161.89,151.35,156.59,161.06,150.85,166.89,186.9,189.74,171.64,138.58,153.96,159.45,146.62,171.88,189.33,181.78,180.61,158.76,149.79,154.87,160.95,161.1,164.36,162.15,173.63,162.94,193.59,184.92,151.69,143.14,159.37,182.09,168.78,162.94,185.42,168.21,161.1,151.9,134.76,154.93,179.05,184.9,172.24,145.81,0
186.62,184.56,132.6,127.72,155.51,169.75,175.89,165.9,184.08,189.18,180.04,162.01,140.57,132.17,158.12,172.78,169.32,159.22,180.52,200.25,199.55,149.74,120.38,132.68,158.29,159.99,177.08,187.37,189.02,180,162.92,167.14,166.65,134.49,142.18,145.11,162.06,188.27,193.57,189.95,202.45,150.57,129.89,124.97,136.96,140.21,174.98,203.45,178.06,194.08,181.71,160.76,155.06,163.68,160.72,149.67,178.06,190.06,169.01,136.96,159.22,173.89,179.16,165.26,167.93,183.13,164.51,0
171.63,159.75,153.99,163.2,164.24,146.25,146.14,148.64,163.15,167.27,173.94,182.89,171.23,144.76,128.84,132.69,142.02,197.53,155.85,172.11,171.62,168.13,169.71,162.97,136.75,158.05,170.03,173.1,158.24,180.4,199.32,183.92,143.26,151.06,177.5,198.4,185.04,162.62,178.45,190.66,156.95,150.56,149.84,163.27,200.59,187.01,182.6,145.3,141.93,148.04,149.7,170.35,153.64,150.74,171.77,175.59,141.93,139.92,162.43,200.59,197.53,163.46,156.04,152.29,146.01,142.46,158.15,0
190.21,188.53,156.7,142.47,132.27,150.51,166.55,171.16,200.14,194.32,147.98,133.47,137.51,140.61,157.02,164.12,190.83,190.49,167.4,147.96,157.84,173.65,153.08,150.81,172.54,195.59,182.74,142.02,153.79,172.24,161.64,132.57,169.8,182.04,177.79,151.67,148.33,163.35,176.24,152.32,150.48,157.99,148.81,148.62,177.08,163.57,176.77,181.75,156.46,179.44,140.3,175.25,170.46,155.32,146.83,157.32,156.46,160.82,150.71,177.08,190.49,163.43,158.59,152.47,132.52,146.78,144.06,0
169.41,184.66,157.13,166.86,157.83,148.69,153.39,149.94,169.36,183.62,164.54,170.56,144.5,152.45,157.99,147.06,152.47,165.31,159.08,158.53,169.13,171.89,177.74,157.6,151.61,141.95,143.18,150.42,161.96,175.55,162.6,128.45,145.79,160.14,173.22,153.82,139.02,160,158.21,114.68,116.79,170.18,175.79,167.31,159.09,153.88,163.76,170.82,182.25,160.08,134.53,172.93,164.99,150.71,153.88,177.32,182.25,174.81,170.04,159.09,165.31,160.7,166.15,172,200.23,178.49,153.43,0
132.77,161.17,163.68,162.55,164.74,194.01,164.12,123.06,142.68,172.91,175.06,156.77,154.45,165.17,170.61,156.55,138.82,147.99,158.38,168.36,177.17,172.8,168.8,181.76,188.89,152.49,161.88,167.29,184.2,190.41,160.37,169.45,175.13,147.65,156.83,176.64,177.52,191.87,169.87,155.79,177.66,155.8,163.24,178.92,158.7,177.01,192.95,187.29,184.64,156.52,150.89,149.95,161.47,174.19,174.22,174.14,184.64,177.11,166.81,158.7,147.99,160.96,187.87,179.42,181.21,184.07,179.78,0
